cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;nome_fantasia;situacao_cadastral;data_situacao_cadastral;motivo_situacao_cadastral;nome_cidade_exterior;pais;data_inicio_atividade;cnae_fiscal_principal;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd_1;telefone_1;ddd_2;telefone_2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial;cnpj_completo;situacao_cadastral_descricao;atividade_afl;razao_social;natureza_juridica;qualificacao_responsavel;capital_social;porte;ente_federativo_responsavel;porte_descricao
00059529;0001;80;1;;02;20250104;00;;;19940502;5611203;;RODOVIA;MELO PEIXOTO;1500;A;PQ.MARACANA;86185700;PR;7471;;;;;;;;;;00059529000180;Ativa;Lanchonetes e casas de chá;MARCIA APARECIDA DA SILVA GONCALVES;2135;50;0,00;01;;Microempresa (ME)
00060083;0001;04;1;;02;20051103;00;;;19940505;5611201;;RUA;FREDERICO JENSEN;1211;TERREO;ITOUPAVAZINHA;89066300;SC;8047;47;33381677;;;;;;;;00060083000104;Ativa;Restaurantes;RESTAURANTE LAYON LTDA;2062;49;0,00;01;;Microempresa (ME)
02637359;0002;80;2;;02;20021109;00;;;20011211;5611203;;AVENIDA;DOM LUCIO;28;;VILA PADOVAN;18602092;SP;6249;;;;;;;;;;02637359000280;Ativa;Lanchonetes e casas de chá;CAPPANOG-COMERCIO DE ALIMENTOS LTDA;2062;49;130000,00;05;;Demais
01689767;0001;32;1;;02;20051103;00;;;19961007;5611203;;RODOVIA;ANTONIO DI ANGELIS;111;;CATAGUA;12090700;SP;7183;;;;;;;;;;01689767000132;Ativa;Lanchonetes e casas de chá;CARLOS AUGUSTO DA SILVA CATAGUA;2135;50;0,00;01;;Microempresa (ME)
04985285;0001;18;1;;02;20051103;00;;;20020410;5611201;5620104;RODOVIA;PB 400, KM 18;SN;      CANTEIRO CENTRAL;ZONA RURAL;58940000;PB;2191;83;35221737;;;;;;;;04985285000118;Ativa;Restaurantes;;;;;;;
01690201;0001;20;1;INSTITUTO DE BELEZA STUDIO DOIS;02;20051103;00;;;19970115;5611203;;RUA;HENRIQUE SURERUS;26;LOJA;CENTRO;36010030;MG;4733;;;;;;;;;;01690201000120;Ativa;Lanchonetes e casas de chá;JOSE LUIS COIMBRA ALVES;2135;50;0,00;01;;Microempresa (ME)
04987139;0001;21;1;ESTRELINHA;02;20051022;00;;;20020412;5611204;4712100,5611203;RUA;MARIA DE ROMA;61;;PEITUDOS;37570000;MG;4919;35;34411530;;;;;CONTABILTONINHO@GMAIL.COM;;;04987139000121;Ativa;Bares sem entretenimento;;;;;;;
03343133;0001;59;1;ESTANCIA GAUCHA;02;20050521;00;;;19990816;5611201;;RODOVIA;BR 452 KM 176;S/N;FUNDOS;ZONA RURAL;38401730;MG;5403;;;;;;;;;;03343133000159;Ativa;Restaurantes;CAVION & SBARDELOTTO LTDA;2062;49;0,00;01;;Microempresa (ME)
00064202;0001;05;1;PAO DULUI;02;20051103;00;;;19940505;4721102;1091102,4712100,5611203;RUA;ARAUJO BULCAO;41;;MARES;40450640;BA;3849;;;;;;;;;;00064202000105;Ativa;Padaria e confeitaria;PANIFICADORA DULUI LTDA;2062;49;5000,00;01;;Microempresa (ME)
01693153;0001;24;1;;02;20051103;00;;;19970218;5611203;;RUA;DOS ANDRADAS;29;SALA  605 - PARTE;CENTRO;20051001;RJ;6001;21;25744477;;;21;22214733;;;;01693153000124;Ativa;Lanchonetes e casas de chá;BARRALI COMERCIO DE ALIMENTOS LTDA;2062;49;70000,00;05;;Demais
03218428;0002;84;2;;02;20040828;00;;;19990728;5611201;;AVENIDA;CARLOS LINDEMBERG;219;SOBRELOJA;CENTRO;29230000;ES;5607;;;;;;;;;;03218428000284;Ativa;Restaurantes;RESTAURANTE DOCE PRAZER LTDA;2062;49;25000,00;01;;Microempresa (ME)
00065470;0001;33;1;MARIO'S I;02;20050827;00;;;19940512;5611203;5611204,5611201,5620103,5620102,4789099,4781400,4782201;RUA;FRANCISCO DE  PAULA PEREIRA;510;;CENTRO;89460048;SC;8073;;;;;;;;;;00065470000133;Ativa;Lanchonetes e casas de chá;ELIANE MARIA DE SOUZA BUKOSKI KAROLESKI;2135;50;0,00;01;;Microempresa (ME)
03347519;0001;39;1;SDMD REFEICOES;02;20210325;00;;;19990728;5611201;5611203;ESTRADA;CANAL DE COCAIA;2745;;PARQUE RESIDENCIAL COCAIA;04849032;SP;7107;11;59324429;;;11;59314045;CONTATO@VATTAROCONTABIL.COM.BR;;;03347519000139;Ativa;Restaurantes;J.M. OLIVEIRA DOS SANTOS RESTAURANTE;2135;50;20000,00;05;;Demais
03347870;0001;20;1;;02;20051103;00;;;19990722;5611204;5611203;RUA;PROFESSOR ILARIAO DA ROCHA;655;LOJA D;ILHA DO GOVERNADOR;21920040;RJ;6001;;;;;;;;;;03347870000120;Ativa;Bares sem entretenimento;BAR E LANCHONETE MOJICA LTDA;2062;49;0,00;01;;Microempresa (ME)
03347889;0001;76;1;FAMILIA BRUNHOLI RESTAURANTE;02;20010825;00;;;19990816;5611201;8230002;AVENIDA;HUMBERTO CERESER;5820;;CAXAMBU;13218660;SP;6619;11;45847619;;;011;73972043;SANDRA@BRUNHOLI.COM.BR;;;03347889000176;Ativa;Restaurantes;FAMILIA BRUNHOLI RESTAURANTE LTDA;2062;49;70000,00;03;;Empresa de Pequeno Porte (EPP)
03348263;0001;84;1;;02;20051103;00;;;19990809;5611201;;AVENIDA;SENADOR ALBERTO PASQUALINI;1585;CASA;CURTUME;99200000;RS;8687;;;;;;;;;;03348263000184;Ativa;Restaurantes;BIANTECO RESTAURANTE LTDA;2062;49;7000,00;01;;Microempresa (ME)
03348738;0001;32;1;ALPE'S LANCHES;02;20051103;00;;;19990817;5611201;;RUA;HENRIQUE LAGE;904;;CENTRO;88801010;SC;8089;48;4370457;;;;;;;;03348738000132;Ativa;Restaurantes;ALPE'S LANCHES-RESTAURANTE & PIZZARIA LTDA;2062;49;5000,00;01;;Microempresa (ME)
03348874;0001;22;1;BEBETUS BAR;02;20051103;00;;;19990817;5611203;;RUA;INACIO LOPES SIQUEIRA;657;;ITAPUCA;27524000;RJ;5883;024;3552218;;;;;;;;03348874000122;Ativa;Lanchonetes e casas de chá;RCS RAMOS BAR LTDA;2062;49;0,00;01;;Microempresa (ME)
04995500;0001;61;1;CHURRASCARIA GAUCHA DE LUZ;02;20030405;00;;;20020326;5611201;4712100,5510801;RODOVIA;BR 262;SN;KM    510;ZONA RURAL;35595000;MG;4775;37;99724052;;;;;CBOTINHA@HOTMAIL.COM;;;04995500000161;Ativa;Restaurantes;;;;;;;
00071141;0001;03;1;;02;20051103;00;;;19940520;5611201;;RODOVIA;DO CAFE BR 277;S/N;KM 26,5;GUABIROBA;83605420;PR;7481;;;;;;;;;;00071141000103;Ativa;Restaurantes;CHURRASCARIA FEDATTO LTDA;2062;49;15000,00;01;;Microempresa (ME)
03352338;0001;09;1;;02;20210401;00;;;19990811;5611204;4712100;RUA;FREI HENRIQUE DE COIMBRA;704;;VILA SANTA TEREZINHA;16406010;SP;6643;14;35232228;14;30251334;14;35327800;JC.ASSESSORIACONTABIL@HOTMAIL.COM;;;03352338000109;Ativa;Bares sem entretenimento;ANTONIO SIMAO DO NASCIMENTO LINS;2135;50;0,00;01;;Microempresa (ME)
04997481;0001;02;1;CASA DOS PAES;02;20231106;00;;;20020410;4721102;;RUA;MARIA BAUMANN MENDONCA;300;;ITAQUERA;08210500;SP;7107;;;;;;;;;;04997481000102;Ativa;Padaria e confeitaria;;;;;;;
00072327;0001;79;1;;02;20051103;00;;;19940516;5611203;;RUA;DA FIGUEIRA;177;;OSORIO;27600000;RJ;5921;;;;;;;;;;00072327000179;Ativa;Lanchonetes e casas de chá;J. R. MATOS E FILHO BAR E MERCEARIA LTDA;2062;49;8000,00;01;;Microempresa (ME)
04998405;0001;11;1;CASA DA ESFIHA;02;20051103;00;;;20020402;5611203;;RUA;AMAZONAS;34;;JARDIM ESPERANCA;07700001;SP;6281;11;44451760;11;44492994;011;46055009;souzasilvaw@terra.com.br;;;04998405000111;Ativa;Lanchonetes e casas de chá;;;;;;;
01701556;0001;78;1;BAR SANTINONI;02;20031018;00;;;19851218;5611203;;;LOC  QUADRA 01;S/N;MR 06 LOTE 32 LJ 01;SETOR NORTE;73751469;GO;9595;;;;;;;;;;01701556000178;Ativa;Lanchonetes e casas de chá;ESTEVAO SANTINONI GONCALVES DOS SANTOS;2135;50;0,00;01;;Microempresa (ME)
04998710;0001;03;1;CHINA IN BOX;02;20020411;00;;;20020411;5611201;5620104;AVENIDA;HEITOR VILLA LOBOS;1520;;JARDIM SAO DIMAS;12245280;SP;7099;12;39236010;;;012;39422063;RHSUENAGA@GMAIL.COM;;;04998710000103;Ativa;Restaurantes;;;;;;;
03357261;0001;51;1;DONA DE PAES E DOCES;02;20051103;00;;;19990820;4721102;4721103,4721104,4742300,4744099,5611203,7731400,7732201,7732202;AVENIDA;LUCIANO CARNEIRO;721;      A;FATIMA;60411205;CE;1389;85;32562800;;;;;POSTOBAMBUS@HOTMAIL.COM;;;03357261000151;Ativa;Padaria e confeitaria;DEUMTUDO COMERCIO DE ALIMENTOS LTDA;2062;49;50000,00;01;;Microempresa (ME)
03358842;0001;08;1;JOANJO LANCHONETE;02;20051103;00;;;19990812;5611201;;AVENIDA;CONDESSA ELIZABETH ROBIANO;5.500;LOJA 1;PENHA;03704900;SP;7107;011;2670426;;;11;26414065;JOANJOLANCHONETE@HOTMAIL.COM;;;03358842000108;Ativa;Restaurantes;JOANJO LANCHONETE LTDA;2062;49;80000,00;03;;Empresa de Pequeno Porte (EPP)
05003990;0001;35;1;DAINNER PIZZARIA;02;0;00;;;20020409;5611201;5611204,5611203;AVENIDA;CAPITAO JOAO PINTO;10 A;"LOJA: PROPRIO;";CENTRO;39864000;MG;4273;33;36242499;;;;;DAINNER2014@GMAIL.COM;;;05003990000135;Ativa;Restaurantes;;;;;;;
93140861;0001;56;1;CHURRASCARIA E POUSADA ELDORADO;02;20051103;00;;;19891101;5611201;5510801;AVENIDA;EMANCIPACAO;469;;MEDIANEIRA;92990000;RS;8423;;;;;;;;;;93140861000156;Ativa;Restaurantes;;;;;;;
05004538;0001;98;1;BAR BARRIL 2000;02;20051103;00;;;20020415;5611204;;RUA;PAPA JOAO XXIII;518;LOJA 02;COBILANDIA;29111400;ES;5703;;;;;;;;;;05004538000198;Ativa;Bares sem entretenimento;;;;;;;
00078497;0001;60;1;RESTAURANTE O MESTRE;02;20260615;00;;;19940527;5611201;;RUA;OBIDOS;17;QUADRA09;CPA I;78055205;MT;9067;65;99572113;65;92563420;65;3011154;rajecontabilidade@gmail.com;;;00078497000160;Ativa;Restaurantes;T A ALVES NUNES & CIA LTDA;2062;49;0,00;01;;Microempresa (ME)
00078941;0001;48;1;;02;20031004;00;;;19940531;5611203;;ESTRADA;LOC  RIO DOS PARDOS;S/N;;PINHEIROS;89460000;SC;8073;47;96454305;;;;;BIGASGIORGE@GMAIL.COM;;;00078941000148;Ativa;Lanchonetes e casas de chá;ANTONIO VALDIR BIGAS 62120182949;2135;50;5000,00;01;;Microempresa (ME)
00079587;0001;76;1;;02;20051103;00;;;19940531;5620104;5620101;RUA;DR VICENTE BRETAS CUPERTINO;360;": A;";CENTRO;35388000;MG;5201;31;99251268;;;31;38721351;DORAGRAMA@YAHOO.COM.BR;;;00079587000176;Ativa;Fornecimento de alimentos para consumo domiciliar;00.079.587 MARIA AUXILIADORA COELHO;2135;50;15000,00;01;;Microempresa (ME)
03361013;0001;84;1;LANCHONETE E RESTAURANTE SANTA EDWIGES;02;20050604;00;;;19990820;5611201;;AVENIDA;CARDOSO SARAIVA;03;;CENTRO;36120000;MG;4815;;;;;;;;;;03361013000184;Ativa;Restaurantes;LANCHONETE E RESTAURANTE IRMAOS PEREIRA LTDA;2062;49;11000,00;01;;Microempresa (ME)
00079745;0001;98;1;;02;20051103;00;;;19940531;5611201;;RUA;JOSE NUNES DA SILVA;SN;CASA;CENTRO;49550000;SE;3127;;;;;;;;;;00079745000198;Ativa;Restaurantes;MARIA SIRLENE SANTOS XAVIER;2135;50;0,00;01;;Microempresa (ME)
03362620;0001;69;1;LANCHONETE NHANDU;02;20051103;00;;;19990824;5611203;;RUA;DR ARLINDO LUZ;02;;CENTRO;37464000;MG;4661;;;;;;;;;;03362620000169;Ativa;Lanchonetes e casas de chá;ALTAIR EVALDO MARINHO;2135;50;0,00;01;;Microempresa (ME)
05008098;0001;47;1;MASSA E SABOR;02;20020405;00;;;20020405;4721102;4712100,5611203;RUA;ALBERTO SILVA;145;;CELVIA;33200580;MG;5425;31;93255512;31;86431985;31;21024902;PADARIAJAPAO@GMAIL.COM;;;05008098000147;Ativa;Padaria e confeitaria;;;;;;;
05008299;0001;44;1;;02;20050709;00;;;20020307;5611201;5620101,5620102,5620104;RUA;JOAO MIGUEL DE CAMARGO;60;;BAIRRO DOS PIRES;13252722;SP;6569;11;44875228;;;;;palhocarestaurante@uol.com.br;;;05008299000144;Ativa;Restaurantes;;;;;;;
05008635;0001;59;1;SORVETE BOM SABOR;02;20051103;00;;;20020401;5611203;;PRACA;JOAO XXIII  ANEXO ROD. VELHA;S/N;LOJA 15;CENTRO;49010580;SE;3105;;;;;;;;;;05008635000159;Ativa;Lanchonetes e casas de chá;;;;;;;
93198265;0001;27;1;;02;20041030;00;;;19891122;5611203;;RUA;BENJAMIN CONSTANT;S N;;NÃO INFORMADO;96190000;RS;8627;;;;;;;;;;93198265000127;Ativa;Lanchonetes e casas de chá;;;;;;;
93207215;0001;69;1;;02;20051103;00;;;19891227;5611203;;VILA;PORTO SOBERBO;SN;;PORTO SOBERBO;98680000;RS;6077;;;;;;;;;;93207215000169;Ativa;Lanchonetes e casas de chá;;;;;;;
05012330;0001;10;1;;02;20030208;00;;;20020415;5611203;9602501;RUA;ERNESTO BEUTER;1013;SALA 01;BRASILIA;89990000;SC;8333;49;99769683;;;;;GABRIELATROIANI@OUTLOOK.COM;;;05012330000110;Ativa;Lanchonetes e casas de chá;;;;;;;
93223378;0001;35;1;;02;20051103;00;;;19900118;5611201;;RUA;ERNESTO FONTOURA;822;;SAO GERALDO;90230090;RS;8801;;;;;;;;;;93223378000135;Ativa;Restaurantes;;;;;;;
93232379;0001;46;1;BAR E ARMAZEM ICARAI;02;20061222;00;;;19900205;5611203;;RUA;ICARAI;381;CASA;VILA ICARAI;94824030;RS;8511;;;;;;;;;;93232379000146;Ativa;Lanchonetes e casas de chá;;;;;;;
01714684;0001;56;1;;02;20051103;00;;;19970312;5611203;5620104,4723700;RUA;DOM PEDRO II;1264;;FATIMA II;63702045;CE;1383;88;99689320;;;;;IRISMAR.CONTABIL@HOTMAIL.COM;;;01714684000156;Ativa;Lanchonetes e casas de chá;01.714.684 ELIAS LACERDA LIMA;2135;50;10000,00;01;;Microempresa (ME)
01714991;0001;37;1;RESTAURANTE E PIZZARIA CENTRAL;02;20051103;00;;;19970317;5611201;5611203;PRACA;DUQUE DE CAXIAS;S/N;1 ANDAR;SEDE;48790000;BA;3937;75;32722345;75;32722345;;;vipcontas@bol.com.br;;;01714991000137;Ativa;Restaurantes;DORIEDSON JESUS DE SANTANA;2135;50;0,00;01;;Microempresa (ME)
00087039;0001;98;1;;02;20050514;00;;;19940609;4721102;;RUA;TEREZINHA SALLES;274;CASA;CENTRO;48860000;BA;3817;;;;;;;;;;00087039000198;Ativa;Padaria e confeitaria;J DOMINGOS OLIVEIRA;2135;50;20000,00;01;;Microempresa (ME)
05015060;0001;00;1;O GARRAFAO;02;20240610;00;;;19650519;5611203;;AVENIDA;SERSEDELO CORREA;75;;CAMPINA;66630505;PA;0427;;;;;;;;;;05015060000100;Ativa;Lanchonetes e casas de chá;;;;;;;
00088467;0001;35;1;BAR LANCHONETE TOKIO;02;20061201;00;;;19940613;5611203;;RUA;HAYEL BON FAKER;2818;A;CENTRO;79810050;MS;9073;;;;;;;;;;00088467000135;Ativa;Lanchonetes e casas de chá;BAR E LANCHONETE TOKIO LTDA;2062;49;0,00;01;;Microempresa (ME)
00088860;0001;29;1;;02;20050702;00;;;19940530;5611203;5611204;RUA;PRESIDENTE FARIA;252;LOJA 01;CENTRO;80020290;PR;7535;;;;;;;;;;00088860000129;Ativa;Lanchonetes e casas de chá;LANCHONETE YOU MEI LTDA;2062;49;20000,00;01;;Microempresa (ME)
01717985;0001;33;1;FINO CAFE;02;20051103;00;;;19970318;5611203;;AVENIDA;SR DOS PASSOS;935;SALA 35;CENTRO;44020005;BA;3515;;;;;;;;;;01717985000133;Ativa;Lanchonetes e casas de chá;VILMA RIBEIRO DA SILVA FREITAS;2135;50;20000,00;01;;Microempresa (ME)
01718020;0001;65;1;ESTANCIA DE SAO PEDRO;02;20251226;00;;;19970321;5611201;;RUA;JOAO ALFREDO;387;;CIDADE BAIXA;90050230;RS;8801;51;84285858;;;;;;;;01718020000165;Ativa;Restaurantes;ECHER BAR E RESTAURANTE LTDA;2062;49;0,00;01;;Microempresa (ME)
05018525;0001;78;1;COMPANHIA DO PAO;02;20230127;00;;;20020417;4721102;;RUA;RIO DAS VELHAS;175;;SAO JOAO BATISTA;33030030;MG;5155;31;36429570;31;36429570;00;00000000;;;;05018525000178;Ativa;Padaria e confeitaria;;;;;;;
00090979;0001;36;1;;02;20100428;00;;;19940614;5611204;4721104,4723700,4729699,5611203,5611201;RUA;JOSE LEONIDAS NERONE;80;;JARDIM ANDRADE;87035450;PR;7691;44;30280774;44;32224463;44;32224463;INGACONTABIL@HOTMAIL.COM;;;00090979000136;Ativa;Bares sem entretenimento;JOSE LUIZ SIQUEIRA;2135;50;0,00;05;;Demais
93292589;0001;20;1;SORVETERIA LAMBEDELA;02;20041030;00;;;19900131;5611203;;AVENIDA;RIO GRANDE;45;ANDAR LOJA 01;CASSINO;96207000;RS;8815;53;84456343;;;;;;;;93292589000120;Ativa;Lanchonetes e casas de chá;;;;;;;
01719912;0001;80;1;;02;20021005;00;;;19970217;5611203;;RUA;ABELARDO JOSE NACUL;111;CASA;CENTRO;99855000;RS;7349;;;;;;;;;;01719912000180;Ativa;Lanchonetes e casas de chá;CIDONI LUCIA CREMONINI;2135;50;0,00;01;;Microempresa (ME)
00092432;0001;70;1;;02;20051103;00;;;19940608;5611203;;RUA;NOSSA SENHORA DE FATIMA;640;;CENTRO;84940000;PR;7907;;;;;;;;;;00092432000170;Ativa;Lanchonetes e casas de chá;MATHILDE RUFINO DE LIMA;2135;50;0,00;01;;Microempresa (ME)
93304814;0001;09;1;RESTAURANTE TAQUAREIRA;02;20051103;00;;;19900315;5611201;4729699,8230002,9311500;ACESSO;LINHA JOAO ALVES;4150;;JOAO ALVES;96826001;RS;8839;51;37049086;;;;;;;;93304814000109;Ativa;Restaurantes;;;;;;;
03377031;0001;54;1;BIER 1910;02;20051103;00;;;19990819;5611204;4721104,4723700,4729699,5611203,5611205,9329803,9329804;PRACA;BRASILIA;10;;ALVINOPOLIS;12942572;SP;6181;;;;;;;;;;03377031000154;Ativa;Bares sem entretenimento;J W BEBIDAS LTDA;2062;49;30000,00;01;;Microempresa (ME)
03377715;0001;56;1;FORROZAO 2000;02;20051103;00;;;19990901;5611201;;AVENIDA;NOE LEITE DE FREITAS;S/N;;TAPUIO;61700000;CE;1319;;;;;;;;;;03377715000156;Ativa;Restaurantes;ESPEDITO ROZA VIEIRA;2135;50;0,00;01;;Microempresa (ME)
00095145;0001;13;1;PIZZARIA D ITALIA;02;20051103;00;;;19940621;5611203;;AVENIDA;ANCHIETA;10590;LOJA  4;JARDIM INDAIA;11250003;SP;2965;11;47381466;11;47381466;11;47381466;plenitude@ig.com.br;;;00095145000113;Ativa;Lanchonetes e casas de chá;LUCIANO DAMASCENO SILVA;2135;50;0,00;01;;Microempresa (ME)
01723237;0001;63;1;VITORIA CAFE;02;20001223;00;;;19970318;4721102;4712100,4722901;AVENIDA;INDEPENDENCIA;1236;;CENTRO;85760000;PR;7487;46;35521342;;;46;35521856;ESCSAGGIN15@HOTMAIL.COM;;;01723237000163;Ativa;Padaria e confeitaria;COMERCIO DE GENEROS ALIMENTICIOS MANGABEIRA LTDA;2062;49;25000,00;01;;Microempresa (ME)
93330959;0001;76;1;;02;20051103;00;;;19900406;5611201;5611203;RUA;OURO PRETO;988;;JARDIM FLORESTA;91040610;RS;8801;51;30842282;;;;;;ESPOLIO EV 407;20250225;93330959000176;Ativa;Restaurantes;;;;;;;
93342186;0001;48;1;ALMOCO COLONIAL KIELING;02;20001223;00;;;19900409;5611201;;RUA;SAO JOSE DO HERVAL;1290;;SAO JOSE DO HERVAL;93990000;RS;6019;51;5671111;;;;;;;;93342186000148;Ativa;Restaurantes;;;;;;;
01724666;0001;55;1;CIABATTA LANCHES;02;20051103;00;;;19970221;5611203;;RUA;TENENTE JOAO FRANCISCO;936;;VILA CARMELO;18609620;SP;6249;14;38825626;;;;;CLAUDIOFANELLA@HOTMAIL.COM;;;01724666000155;Ativa;Lanchonetes e casas de chá;HILDA RODRIGUES FANELLA LANCHONETE;2135;50;0,00;01;;Microempresa (ME)
03379544;0001;02;1;;02;20051103;00;;;19990520;5611203;;RUA;EMILIO PACAGNELLA;257;;PQ. DAS ARVORES;13604173;SP;6165;019;5411097;;;019;5411097;lagalons@uol.com.br;;;03379544000102;Ativa;Lanchonetes e casas de chá;ANDRE ROBERTO GIORGIANI ARARAS;2135;50;0,00;01;;Microempresa (ME)
93346153;0001;76;1;LANCHES DA ROSA;02;20010506;00;;;19900417;5611203;5611201,5611204;RUA;JOAQUIM MURTINHIO;2555;CASA;SAO JOAO;97500460;RS;8951;55;34112044;;;;;giselepiegas@ibest.com.br;;;93346153000176;Ativa;Lanchonetes e casas de chá;;;;;;;
05026439;0001;07;1;LANCHONETE E BAR DOS AMIGOS;02;20020418;00;;;20020418;5611203;;RODOVIA;PLACIDO ROCHA;246;;LAGOA SECA;17800000;SP;6101;018;5213299;;;018;5222600;erbranco@zaz.com.br;;;05026439000107;Ativa;Lanchonetes e casas de chá;;;;;;;
05026621;0001;68;1;;02;20051103;00;;;20020417;5611204;;RUA;ARNOLDO SANSAO;90;SALA 01;GASPARINHO;89110001;SC;8117;;;;;;;;;;05026621000168;Ativa;Bares sem entretenimento;;;;;;;
01725983;0001;96;1;OCS REGIONAL ENCOMENDAS;02;20051103;00;;;19970317;5611204;4712100;RUA;DOS ANGICOS;778;;JARAGUA;38413030;MG;5403;34;32368241;34;32365124;34;32368241;CONTROLLER@CONTROLLERCONTABILIDADE.CNT.BR;;;01725983000196;Ativa;Bares sem entretenimento;ODILON CARDOSO DOS SANTOS - CPF 211.348.126-04;2135;50;0,00;01;;Microempresa (ME)
93371557;0001;10;1;;02;20050722;00;;;19900504;5611201;4721104,5611203,5611204;RUA;ARTHUR PILZ;561;;LANGUIRU;95890000;RS;9821;51;80659032;51;98708759;;;VINICIUSRODRIGUESDASILVA25@GMAIL.COM;;;93371557000110;Ativa;Restaurantes;;;;;;;
01727513;0001;61;1;RESTAURANTE COMIDA CASEIRA;02;20051103;00;;;19970318;5611201;;RUA;DR JOAO GRILO PINTO;71;;SANTOS DUMONT;37504092;MG;4647;;;;;;;;;;01727513000161;Ativa;Restaurantes;SEBASTIAO MIGUEL DE LIMA CPF: 663944306-68;2135;50;0,00;01;;Microempresa (ME)
93397008;0001;14;1;;02;20051103;00;;;19900521;5611203;;; IGREJINHA;SN;;IGREJINHA;99500000;RS;8591;;;;;;;;;;93397008000114;Ativa;Lanchonetes e casas de chá;;;;;;;
01730457;0001;14;1;;02;20051103;00;;;19970226;5611205;;RUA;BARTOLOMEU BUENO;30;;JARDIM ALVORADA;17706074;SP;6793;18;96037649;;;;;ADILSONCARLOSPEREIRA@GMAIL.COM;;;01730457000114;Ativa;Bares com entretenimento;01.730.457 APARECIDA DALVA BRAZOLOTO;2135;50;1500,00;01;;Microempresa (ME)
05031820;0001;64;1;CHEZ ONOFRE - BEM ESTAR E DELICIAS;02;20051103;00;;;20020416;5611201;;AVENIDA;VIENA WEYNE;310;;C DOS FUNCIONARIOS;60822180;CE;1389;;;;;;;;;;05031820000164;Ativa;Restaurantes;;;;;;;
00103342;0001;37;1;;02;20260710;00;;;19940630;5611203;;RUA;GOITACAZES;1549;S/ 1555;BARRO PRETO;30190050;MG;4123;;;;;;;;;;00103342000137;Ativa;Lanchonetes e casas de chá;FIGUEIREDO E MARIANO LTDA;2062;49;3000,00;01;;Microempresa (ME)
93428936;0001;07;1;CIA DO SABOR;02;20051103;00;;;19900529;5611203;4772500,5611204;RUA;SETE DE SETEMBRO;268;"SALA: C;";CENTRO;98280000;RS;8781;55;81126424;;;;;;;;93428936000107;Ativa;Lanchonetes e casas de chá;;;;;;;
01733246;0001;35;1;;02;20051103;00;;;19970307;5611203;;AVENIDA;SERNAMBETIBA;1976;LOJA O;BARRA DA TIJUCA;22611030;RJ;6001;;;;;;;;;;01733246000135;Ativa;Lanchonetes e casas de chá;SUPER ICE COMERCIO DE COMESTIVEIS LTDA;2062;49;0,00;01;;Microempresa (ME)
00106173;0001;99;1;RESTAURANTE DA MEIRE CHACORORE;02;20230310;00;;;19940705;5611201;0312401,4729699,5510801,5611204,5620102;RUA;MARECHAL FLORIANO PEIXOTO;244;      1 ANDAR;CENTRO-NORTE;78005210;MT;9067;65;96458096;;;65;36246678;ATENDIMENTO@EFICAZMT.COM.BR;;;00106173000199;Ativa;Restaurantes;P. R. SCHECOLA LTDA;2062;49;200000,00;03;;Empresa de Pequeno Porte (EPP)
93446920;0001;19;1;;02;20061222;00;;;19900613;5611203;;ESTRADA;COSTA DO ARROIO CARAHA;S N;;FAXINAL;96190000;RS;8627;;;;;;;;;;93446920000119;Ativa;Lanchonetes e casas de chá;;;;;;;
03389935;0001;08;1;;02;20000408;00;;;19990831;5611204;4712100;RUA;JACINTO HONORIO DE MELLO;1475;;PARQUE INDUSTRIAL;15030120;SP;7097;17;32345999;17;32129208;17;32345999;contabilsaopaulo@terra.com.br;;;03389935000108;Ativa;Bares sem entretenimento;IVAM DE S. VIEIRA & CIA. LTDA;2062;49;0,00;01;;Microempresa (ME)
01734880;0001;92;1;;02;20050924;00;;;19970326;5611201;;RUA;DR PIRES FERREIRA;320;;CENTRO;59300000;RN;1639;84;99911154;;;;;DAMIAO-ARAUJO@HOTMAIL.COM;;;01734880000192;Ativa;Restaurantes;DAMIAO GOMES DE ARAUJO;2135;50;10000,00;01;;Microempresa (ME)
03390350;0001;08;1;BAR E RESTAURANTE LANTERNA AZUL;02;20050903;00;;;19990903;5611201;4723700,4729699;RUA;VISCONDE DE OURO PRETO;290;;CENTRO;35790000;MG;4417;38;99686314;;;;;RESTAURANTELANTERNAAZUL@GMAIL.COM;;;03390350000108;Ativa;Restaurantes;RESTAURANTE LANTERNA AZUL LTDA;2062;49;25000,00;01;;Microempresa (ME)
03391496;0001;60;1;PLANET CHICKEN;02;20050108;00;;;19990908;5611203;;AVENIDA;DR. FRANCISCO MESQUITA;1000;LOJA ARCO FF-10;IPIRANGA;03153001;SP;7107;;;;;;;;;;03391496000160;Ativa;Lanchonetes e casas de chá;LATIF FAST FOOD LTDA;2062;49;30000,00;03;;Empresa de Pequeno Porte (EPP)
03391815;0001;37;1;CHURRASCARIA BOI BOM;02;20051103;00;;;19990909;5611201;;AVENIDA;PRIMAVERA;798;;KAYSER;95098730;RS;8599;54;32133552;;;;;contabilidade.lucio@hotmail.com;;;03391815000137;Ativa;Restaurantes;NJ VALANDRO CHURRASCARIA LTDA;2062;49;0,00;01;;Microempresa (ME)
